ticket,fecha,cafeteria,producto,categoria,precio,cantidad,metodo_pago,turno,campus,satisfaccion,observaciones,empleado_captura
CF-00116,2026-03-07 10:30:00,CAFETERIA CENTRAL,Ensalada,Snack,25,1,Efectivo,Mañana,CU,alta ,sin observación,temporal
CF-00213,2026-04-22 12:00:00,cafeteria anexo,Torta,Bebida,45,2,Vale,Noche, ciudad universitaria ,MEDIA,promoción,admin
CF-00253,2026-03-27 14:45:00,Cafetería Central,Torta,BEBIDA,15,,Efectivo,MANANA,CU,Media,sin observación,admin
CF-00261,2026-06-01 07:15:00,CAFETERÍA ANEXO,CAFÉ,Snack,20,1,,Noche,FES Aragón,alta ,promoción,emp02
CF-00631,2026-05-01 10:45:00,cafeteria anexo,Café, snack ,25,4,TARJETA,Tarde,Ciudad Universitaria,Muy Alta,producto agotado,emp02
CF-00636,2026-04-05 13:45:00,CAFETERIA CENTRAL,galletas,ALIMENTO,,2,efectivo ,Noche,CU,baja,revisar,admin
CF-00034,2026-05-18 14:45:00,CAFETERIA CENTRAL,CAFÉ, snack ,15,2,efectivo ,TARDE, ciudad universitaria ,muy alta,sin observación,admin
CF-00628,2026-04-22 10:00:00,CAFETERIA CENTRAL,ENSALADA,BEBIDA,,2,vale ,MANANA, ciudad universitaria ,Baja ,revisar,admin
CF-00042,2026-03-12 15:30:00,Cafetería Central,Agua, snack ,12,1,Efectivo,Noche, ciudad universitaria ,Alta,,temporal
CF-00495,2026-03-29 10:15:00, cafeteria central ,ENSALADA,Alimento,12,,Tarjeta,Mañana,FES ARAGON,baja,producto agotado,emp02
CF-00351,2026-04-04 13:15:00, cafeteria central , torta , bebida ,18,2,Tarjeta, tarde ,FES ARAGON,MEDIA,promoción,emp01
CF-00401,2026-05-11 17:30:00,Cafetería Anexo,Galletas,Alimento,15,1,vale , tarde , fes aragón ,Baja ,,emp01
CF-00289,2026-05-21 19:15:00,CAFETERIA CENTRAL,Galletas, bebida ,25,3,efectivo ,mañana , fes aragón ,muy alta,revisar,admin
CF-00208,2026-03-16 16:15:00,cafeteria anexo,CAFÉ,ALIMENTO,25,1,Vale,mañana , fes aragón ,Media,sin observación,admin
CF-00665,2026-05-11 08:45:00, cafeteria central ,Café, snack ,45,4,,TARDE,FES Aragón,Alta,producto agotado,emp02
CF-00459,2026-03-25 20:30:00,Cafetería Central,CAFÉ,Alimento,60,1,TARJETA,noche ,FES ARAGON,,,emp01
CF-00096,2026-03-02 17:30:00,Cafetería Anexo,Ensalada, snack ,35,2,,Tarde,FES ARAGON,Baja ,producto agotado,emp01
CF-00467,2026-04-24 16:30:00,Cafetería Anexo,galletas,ALIMENTO,25,1,Efectivo,mañana ,CU,Baja ,producto agotado,emp02
CF-00210,2026-03-11 11:00:00, cafeteria central ,Cafe,Bebida,60,1,efectivo ,noche , ciudad universitaria ,baja,producto agotado,emp02
CF-00031,2026-04-25 16:30:00,CAFETERIA CENTRAL,Café,ALIMENTO,20,2,,MANANA,Ciudad Universitaria,Muy Alta,producto agotado,temporal
CF-00358,,Cafetería Central,Ensalada, bebida ,,1,tarjeta,TARDE,Ciudad Universitaria,Alta,,emp01
CF-00163,2026-03-06 07:00:00,CAFETERÍA ANEXO,Galletas, bebida ,20,1,Efectivo,mañana ,Ciudad Universitaria,Alta,sin observación,emp01
CF-00056,2026-03-26 16:45:00,cafeteria anexo,ENSALADA, snack ,15,1,efectivo ,Tarde,Ciudad Universitaria,Muy Alta,sin observación,emp02
CF-00606,2026-04-12 16:00:00,Cafetería Anexo,Galletas, snack ,35,1,Tarjeta,TARDE,CU,alta ,promoción,temporal
CF-00590,2026-03-01 13:45:00,Cafetería Central, torta ,Bebida,35,3,TARJETA, tarde ,FES ARAGON,Media,sin observación,temporal
CF-00659,2026-06-01 19:30:00,Cafetería Anexo,ENSALADA, bebida ,15,1,efectivo , tarde ,CU,baja,promoción,admin
CF-00190,2026-05-20 15:30:00,cafeteria anexo,Torta,Snack,,1,Tarjeta,noche ,FES Aragón,MEDIA,promoción,admin
CF-00243,2026-03-10 07:00:00,Cafetería Central,Ensalada,Bebida,20,1,Efectivo,Tarde,FES Aragón,Muy Alta,sin observación,emp01
CF-00151,2026-03-24 10:00:00,cafeteria anexo,agua ,ALIMENTO,45,2,TARJETA,Mañana,Ciudad Universitaria,muy alta,revisar,admin
CF-00156,2026-03-06 09:00:00, cafeteria central ,Torta,Bebida,25,3,Efectivo, tarde , ciudad universitaria ,alta ,sin observación,admin
CF-00079,2026-05-24 07:45:00,Cafetería Central,Café,ALIMENTO,20,3,Vale, tarde , fes aragón ,muy alta,sin observación,admin
CF-00670,2026-04-14 19:45:00,cafeteria anexo,Ensalada, snack ,45,2,vale ,TARDE, fes aragón ,Baja ,sin observación,emp02
CF-00327,,CAFETERÍA ANEXO,Ensalada, snack ,25,2,,TARDE,FES ARAGON,alta ,revisar,admin
CF-00410,2026-04-01 10:15:00,Cafetería Central,ENSALADA,ALIMENTO,20,1,,TARDE,Ciudad Universitaria,,,temporal
CF-00552,2026-06-04 17:00:00,cafeteria anexo,galletas,BEBIDA,12,2,vale ,MANANA, ciudad universitaria ,Media,,emp02
CF-00612,2026-04-14 20:15:00,CAFETERIA CENTRAL,agua ,Bebida,15,1,Vale,noche ,CU,Baja ,sin observación,temporal
CF-00611,2026-03-29 07:00:00,cafeteria anexo,Ensalada,ALIMENTO,25,3,tarjeta,Mañana,FES ARAGON,Muy Alta,revisar,temporal
CF-00567,2026-03-21 18:15:00,cafeteria anexo,CAFÉ, bebida ,,,efectivo ,Mañana, fes aragón ,MEDIA,promoción,admin
CF-00278,2026-04-09 08:45:00, cafeteria central ,Ensalada,BEBIDA,20,3,Efectivo,mañana ,Ciudad Universitaria,Muy Alta,sin observación,emp01
CF-00586,2026-05-13 07:30:00,cafeteria anexo,Cafe,Alimento,12,1,,noche ,FES ARAGON,baja,producto agotado,temporal
CF-00686,2026-05-12 10:00:00,cafeteria anexo,ENSALADA,ALIMENTO,20,2,TARJETA,MANANA, ciudad universitaria ,baja,revisar,emp01
CF-00084,2026-04-12 07:45:00,cafeteria anexo,Agua,Alimento,20,3,vale ,noche ,CU,muy alta,,temporal
CF-00059,2026-03-13 16:45:00,Cafetería Central,Café, bebida ,60,,TARJETA,Tarde, fes aragón ,Alta,revisar,emp02
CF-00413,2026-04-28 16:15:00,Cafetería Central,Cafe,Alimento,45,2,efectivo ,TARDE, fes aragón ,Media,promoción,emp01
CF-00102,2026-04-24 15:45:00,CAFETERIA CENTRAL,Café, snack ,20,1,efectivo ,Mañana,CU,Media,,emp01
CF-00487,2026-04-28 14:00:00,Cafetería Central,Cafe,BEBIDA,25,4,TARJETA,noche ,Ciudad Universitaria,baja,sin observación,emp01
CF-00621,2026-05-30 18:15:00,CAFETERÍA ANEXO,Ensalada,Snack,60,3,Efectivo,Mañana, ciudad universitaria ,baja,producto agotado,temporal
CF-00513,2026-05-17 08:30:00,Cafetería Central,Agua, snack ,35,2,tarjeta,MANANA,Ciudad Universitaria,MEDIA,,admin
CF-00497,2026-06-05 07:45:00,cafeteria anexo,ENSALADA,Snack,20,2,Efectivo, tarde ,CU,baja,revisar,temporal
CF-00429,2026-03-07 17:15:00,Cafetería Anexo,Ensalada,ALIMENTO,25,2,vale ,TARDE,CU,,,emp01
CF-00359,2026-04-23 17:00:00,cafeteria anexo,Galletas,ALIMENTO,25,2,vale ,mañana , fes aragón ,Alta,promoción,temporal
CF-00582,2026-06-08 20:30:00,Cafetería Central,galletas, bebida ,45,3,vale ,Mañana, fes aragón ,MEDIA,promoción,emp01
CF-00171,2026-03-27 07:15:00,Cafetería Anexo,Café,Bebida,20,1,Efectivo,TARDE,CU,Baja ,producto agotado,admin
CF-00335,2026-04-07 14:00:00,Cafetería Anexo,Ensalada,Snack,20,1,,Mañana,FES Aragón,baja,producto agotado,admin
CF-00701,2026-05-12 07:45:00, cafeteria central ,ENSALADA, snack ,45,2,efectivo ,Tarde,FES ARAGON,Baja ,sin observación,temporal
CF-00352,2026-05-04 17:00:00, cafeteria central ,agua ,Alimento,35,1,efectivo ,Noche,FES Aragón,MEDIA,,admin
CF-00437,2026-06-09 07:45:00,cafeteria anexo,agua ,Bebida,12,1,efectivo ,MANANA,FES Aragón,MEDIA,revisar,temporal
CF-00420,2026-04-04 11:45:00, cafeteria central ,,Bebida,,3,,mañana ,CU,alta ,producto agotado,emp02
CF-00303,2026-04-02 18:30:00,cafeteria anexo,galletas,Alimento,,3,,Noche, fes aragón ,,producto agotado,emp01
CF-00310,2026-05-16 10:30:00,Cafetería Anexo,Torta, snack ,15,4,Tarjeta,Tarde,Ciudad Universitaria,,,temporal
CF-00066,2026-03-29 14:45:00,Cafetería Central,agua ,Snack,18,1,Tarjeta, tarde ,FES ARAGON,Muy Alta,producto agotado,emp02
CF-00326,2026-04-24 14:45:00, cafeteria central ,agua ,ALIMENTO,,4,Vale,noche ,FES ARAGON,Muy Alta,revisar,emp01
CF-00630,2026-03-23 16:00:00,Cafetería Anexo, torta ,Alimento,20,1,Vale,noche , fes aragón ,MEDIA,producto agotado,emp02
CF-00186,2026-05-30 18:15:00,Cafetería Central, torta ,Snack,20,1,tarjeta,MANANA,Ciudad Universitaria,,producto agotado,admin
CF-00342,2026-03-13 16:15:00,CAFETERÍA ANEXO,Agua,Snack,,,tarjeta,TARDE, ciudad universitaria ,Baja ,sin observación,emp02
CF-00108,2026-05-28 11:30:00,Cafetería Anexo,Torta,Snack,45,3,Efectivo,MANANA,FES ARAGON,MEDIA,revisar,admin
CF-00398,2026-04-22 14:00:00,Cafetería Central,Cafe,ALIMENTO,60,1,,mañana ,Ciudad Universitaria,baja,producto agotado,admin
CF-00568,2026-03-11 16:00:00,Cafetería Central,CAFÉ,BEBIDA,,3,Tarjeta,MANANA, ciudad universitaria ,Alta,,emp01
CF-00650,2026-05-15 12:30:00,CAFETERÍA ANEXO, torta , snack ,35,4,efectivo ,Noche,CU,muy alta,revisar,temporal
CF-00239,2026-04-13 20:30:00,Cafetería Anexo,Ensalada,ALIMENTO,12,3,Tarjeta,TARDE,FES ARAGON,baja,revisar,admin
CF-00175,2026-04-29 15:45:00, cafeteria central ,Agua, snack ,,4,TARJETA,TARDE,FES ARAGON,Baja ,producto agotado,temporal
CF-00137,2026-03-11 16:30:00,CAFETERIA CENTRAL,Agua,Bebida,25,,Tarjeta,MANANA, fes aragón ,Alta,,emp01
CF-00170,2026-03-20 08:45:00,Cafetería Central,galletas,BEBIDA,25,1,Tarjeta,MANANA,Ciudad Universitaria,baja,promoción,temporal
CF-00528,2026-03-12 10:45:00,cafeteria anexo,Agua,Snack,18,1,,Noche, fes aragón ,Alta,revisar,temporal
CF-00219,2026-04-19 13:30:00,Cafetería Anexo,galletas,Alimento,60,1,Tarjeta,MANANA,FES ARAGON,alta ,,emp02
CF-00226,2026-04-09 19:30:00,cafeteria anexo,Café,Bebida,20,1,Vale,Noche,CU,Muy Alta,,emp02
CF-00322,2026-05-07 15:15:00,Cafetería Anexo,ENSALADA,Snack,18,1,TARJETA,Noche,FES ARAGON,Muy Alta,producto agotado,emp02
CF-00377,2026-05-25 07:45:00,Cafetería Central,CAFÉ,Alimento,18,1,,noche ,FES Aragón,Muy Alta,promoción,emp01
CF-00639,2026-06-07 16:30:00, cafeteria central ,agua ,BEBIDA,45,1,Tarjeta,Mañana,FES ARAGON,Muy Alta,,temporal
CF-00446,2026-04-23 07:30:00,Cafetería Anexo,CAFÉ, bebida ,12,1,vale ,Tarde, ciudad universitaria ,Baja ,,emp02
CF-00546,2026-04-04 14:15:00,Cafetería Anexo,galletas,ALIMENTO,60,1,Vale,Mañana,FES Aragón,Baja ,producto agotado,emp01
CF-00438,2026-05-07 19:45:00,CAFETERÍA ANEXO, torta ,BEBIDA,,,Tarjeta,Tarde,FES Aragón,muy alta,,admin
CF-00540,2026-04-05 18:00:00,Cafetería Anexo,agua ,Bebida,20,3,Efectivo,Noche, fes aragón ,Muy Alta,producto agotado,emp01
CF-00228,2026-04-19 20:30:00,Cafetería Anexo,Agua,Alimento,45,3,,MANANA, fes aragón ,Muy Alta,promoción,emp02
CF-00376,2026-03-10 18:15:00,CAFETERIA CENTRAL,Cafe,BEBIDA,60,1,Vale,mañana ,FES ARAGON,alta ,promoción,admin
CF-00494,2026-05-01 19:45:00,Cafetería Anexo,Agua,Alimento,12,,Vale,TARDE,FES Aragón,baja,producto agotado,temporal
CF-00138,2026-03-05 18:00:00,cafeteria anexo,Agua,Snack,60,1,vale ,Tarde,FES Aragón,muy alta,,temporal
CF-00393,2026-03-07 18:15:00,CAFETERÍA ANEXO,Galletas, bebida ,15,1,vale ,Mañana,CU,Baja ,promoción,emp02
CF-00547,2026-04-03 13:30:00,Cafetería Central,galletas, snack ,25,1,Vale,mañana ,FES ARAGON,Media,revisar,emp02
CF-00237,, cafeteria central ,galletas, snack ,60,,,Noche,FES Aragón,Media,promoción,emp02
CF-00196,2026-05-07 17:30:00, cafeteria central ,Agua,ALIMENTO,35,1,Vale,TARDE, ciudad universitaria ,Alta,producto agotado,temporal
CF-00620,2026-05-19 15:45:00,Cafetería Central,galletas,ALIMENTO,,3,,noche ,FES Aragón,,revisar,admin
CF-00353,2026-04-08 13:45:00, cafeteria central ,CAFÉ,Snack,12,3,vale ,Mañana, fes aragón ,Alta,promoción,emp02
CF-00457,2026-03-26 10:15:00,CAFETERÍA ANEXO,Cafe,BEBIDA,25,2,Vale,TARDE,FES Aragón,,revisar,emp01
CF-00473,2026-04-18 16:45:00,CAFETERÍA ANEXO,Cafe,Alimento,60,4,tarjeta,Tarde,FES ARAGON,baja,sin observación,admin
CF-00217,2026-06-05 11:00:00,Cafetería Central,ENSALADA,Bebida,60,3,Tarjeta,Tarde,FES Aragón,alta ,revisar,admin
CF-00063,2026-05-26 17:30:00, cafeteria central ,ENSALADA,BEBIDA,,1,Efectivo,TARDE, fes aragón ,Media,promoción,temporal
CF-00050,2026-03-16 10:45:00,cafeteria anexo,agua ,Snack,60,2,Tarjeta,noche ,CU,Media,sin observación,admin
CF-00511,2026-03-18 12:30:00,CAFETERIA CENTRAL,Café,Bebida,12,1,,mañana ,Ciudad Universitaria,alta ,,admin
CF-00094,2026-03-11 16:45:00,Cafetería Central,Agua,Snack,18,3,vale ,Tarde,CU,baja,,temporal
CF-00443,2026-05-05 10:30:00,CAFETERIA CENTRAL, torta , bebida ,12,4,tarjeta,MANANA,FES Aragón,Media,promoción,admin
CF-00104,2026-03-16 13:45:00,Cafetería Anexo,Galletas, bebida ,18,3,,MANANA, ciudad universitaria ,alta ,revisar,emp01
CF-00003,2026-05-24 13:00:00,CAFETERIA CENTRAL,Agua,Bebida,12,2,,noche ,CU,Baja ,sin observación,emp01
CF-00514,2026-04-25 18:00:00,Cafetería Central,ENSALADA, snack ,25,4,vale ,noche , ciudad universitaria ,Alta,sin observación,emp01
CF-00166,2026-03-14 08:45:00,cafeteria anexo, torta ,Alimento,20,,Vale,Mañana,CU,baja,producto agotado,emp01
CF-00029,2026-03-17 16:45:00,Cafetería Central,CAFÉ, bebida ,18,1,Efectivo,Noche,FES Aragón,Alta,sin observación,temporal
CF-00263,2026-04-16 16:45:00,CAFETERIA CENTRAL,Agua,ALIMENTO,25,2,vale , tarde , ciudad universitaria ,Media,,emp01
CF-00426,2026-05-08 11:30:00,CAFETERÍA ANEXO,Cafe,Snack,45,4,efectivo ,MANANA, ciudad universitaria ,muy alta,promoción,admin
CF-00089,2026-05-15 12:30:00,cafeteria anexo,CAFÉ,Snack,20,4,vale , tarde ,FES ARAGON,Media,producto agotado,temporal
CF-00169,2026-05-11 07:30:00,CAFETERIA CENTRAL,Galletas,Snack,18,2,Efectivo,noche ,FES ARAGON,alta ,sin observación,emp02
CF-00460,2026-05-29 13:45:00,CAFETERÍA ANEXO,Agua, bebida ,,2,efectivo ,TARDE,FES ARAGON,muy alta,revisar,emp01
CF-00682,2026-03-23 15:00:00,CAFETERIA CENTRAL,agua ,Bebida,12,1,,MANANA,Ciudad Universitaria,,producto agotado,emp01
CF-00431,2026-04-09 13:15:00,Cafetería Anexo,agua ,Bebida,35,2,Tarjeta, tarde , fes aragón ,alta ,revisar,emp02
CF-00544,2026-03-02 19:45:00,CAFETERIA CENTRAL,agua , snack ,15,1,Efectivo,Tarde,FES ARAGON,baja,sin observación,emp01
CF-00703,2026-03-03 09:30:00,CAFETERÍA ANEXO,Café,Alimento,,2,vale ,mañana , ciudad universitaria ,baja,,emp01
CF-00249,2026-05-27 12:00:00,CAFETERÍA ANEXO,Ensalada,Alimento,45,4,Tarjeta,noche , fes aragón ,,promoción,emp01
CF-00301,2026-04-15 12:30:00,CAFETERIA CENTRAL,galletas,Alimento,25,1,vale ,Tarde,Ciudad Universitaria,Muy Alta,promoción,admin
CF-00533,2026-04-21 15:00:00, cafeteria central ,Galletas,ALIMENTO,45,,, tarde ,CU,,promoción,admin
CF-00542,2026-03-07 20:30:00, cafeteria central ,Café,Bebida,60,2,Vale, tarde ,CU,alta ,revisar,emp01
CF-00259,2026-05-15 09:45:00,cafeteria anexo,Agua, bebida ,20,,vale ,TARDE,FES Aragón,MEDIA,promoción,emp01
CF-00520,2026-03-19 14:45:00,Cafetería Anexo,Café,Alimento,15,4,Tarjeta,MANANA, fes aragón ,baja,producto agotado,emp02
CF-00106,2026-04-11 20:00:00,Cafetería Central,Café, bebida ,20,1,Vale,MANANA,Ciudad Universitaria,alta ,producto agotado,emp01
CF-00214,2026-06-06 15:45:00,CAFETERÍA ANEXO,CAFÉ,Snack,,1,Vale, tarde ,FES ARAGON,Muy Alta,producto agotado,admin
CF-00604,2026-03-12 15:30:00,CAFETERÍA ANEXO,,Bebida,60,4,,MANANA, ciudad universitaria ,Baja ,,emp01
CF-00255,2026-04-03 11:00:00,Cafetería Central, torta ,Alimento,15,,vale ,Tarde, ciudad universitaria ,Baja ,revisar,emp02
CF-00074,2026-05-15 16:30:00,Cafetería Anexo,ENSALADA,Alimento,15,1,Vale, tarde , ciudad universitaria ,Media,promoción,emp01
CF-00705,2026-04-22 18:45:00,Cafetería Central,Café,Snack,25,4,tarjeta,TARDE,CU,,revisar,admin
CF-00622,2026-04-29 16:45:00,Cafetería Anexo,galletas,BEBIDA,18,3,, tarde ,FES ARAGON,Media,,emp01
CF-00707,2026-06-01 12:15:00, cafeteria central ,Ensalada, snack ,,2,TARJETA,TARDE,FES ARAGON,Media,sin observación,emp02
CF-00237,, cafeteria central ,galletas, snack ,60,,,Noche,FES Aragón,Media,promoción,emp02
CF-00706,2026-06-06 16:45:00,Cafetería Central,ENSALADA,Snack,12,4,Efectivo,noche , ciudad universitaria ,Muy Alta,promoción,admin
CF-00618,2026-04-28 15:15:00,CAFETERIA CENTRAL,Torta,BEBIDA,,1,Efectivo,mañana , fes aragón ,MEDIA,producto agotado,admin
CF-00250,2026-03-03 13:15:00,cafeteria anexo,Cafe,BEBIDA,18,2,Efectivo,Tarde,FES ARAGON,muy alta,,admin
CF-00417,2026-05-02 08:15:00,cafeteria anexo, torta , snack ,15,3,TARJETA,Noche,Ciudad Universitaria,baja,producto agotado,emp01
CF-00643,2026-04-06 17:45:00,cafeteria anexo,Cafe,Snack,45,,tarjeta,TARDE, ciudad universitaria ,Media,revisar,temporal
CF-00061,2026-03-23 19:15:00,CAFETERÍA ANEXO,agua ,Bebida,18,1,tarjeta,Mañana, fes aragón ,Baja ,sin observación,emp02
CF-00678,2026-04-30 07:30:00,CAFETERIA CENTRAL,Galletas,Alimento,,2,Efectivo,noche , ciudad universitaria ,Muy Alta,,admin
CF-00081,2026-05-04 08:15:00,Cafetería Anexo, torta ,Snack,12,,,Mañana,FES ARAGON,Alta,revisar,emp01
CF-00494,2026-05-01 19:45:00,Cafetería Anexo,Agua,Alimento,12,,Vale,TARDE,FES Aragón,baja,producto agotado,temporal
CF-00515,2026-05-25 12:15:00,CAFETERÍA ANEXO,Galletas,Bebida,,,vale ,noche ,CU,Media,producto agotado,admin
CF-00043,2026-04-23 15:45:00,Cafetería Anexo,Ensalada,ALIMENTO,25,1,tarjeta,mañana ,FES Aragón,Media,,temporal
CF-00154,2026-05-19 14:45:00,CAFETERÍA ANEXO,Café,Snack,15,1,,Tarde, ciudad universitaria ,,,emp01
CF-00624,2026-05-12 16:30:00,cafeteria anexo,Torta,Alimento,60,3,efectivo ,MANANA, fes aragón ,,producto agotado,emp02
CF-00338,2026-05-26 18:00:00, cafeteria central ,Agua,ALIMENTO,45,2,TARJETA, tarde ,CU,MEDIA,promoción,admin
CF-00162,2026-04-19 10:30:00,cafeteria anexo,Cafe,Alimento,,4,,MANANA,FES ARAGON,Muy Alta,promoción,emp02
CF-00409,2026-03-28 14:30:00,CAFETERIA CENTRAL,agua , snack ,25,,efectivo ,TARDE,CU,Alta,producto agotado,emp01
CF-00230,2026-06-09 16:00:00, cafeteria central ,agua , bebida ,20,1,efectivo ,Noche, ciudad universitaria ,Muy Alta,sin observación,emp02
CF-00667,2026-03-16 16:00:00,Cafetería Anexo,Galletas,Bebida,20,2,efectivo ,Mañana, ciudad universitaria ,alta ,producto agotado,temporal
CF-00006,2026-06-03 12:00:00,cafeteria anexo,agua ,Alimento,35,1,Efectivo,Noche,CU,alta ,producto agotado,emp01
CF-00465,2026-05-01 08:45:00, cafeteria central ,agua ,Bebida,,1,Tarjeta,Mañana, ciudad universitaria ,muy alta,promoción,temporal
CF-00060,2026-05-15 20:15:00,CAFETERIA CENTRAL,Agua, bebida ,18,1,TARJETA, tarde ,Ciudad Universitaria,MEDIA,producto agotado,emp01
CF-00480,2026-03-18 10:30:00, cafeteria central ,ENSALADA, snack ,35,,Tarjeta,TARDE,Ciudad Universitaria,,promoción,temporal
CF-00269,2026-06-07 16:15:00,cafeteria anexo,Cafe,Alimento,20,1,,mañana , ciudad universitaria ,baja,sin observación,temporal
CF-00458,2026-05-11 09:00:00,Cafetería Anexo,galletas,BEBIDA,20,2,Vale,mañana , fes aragón ,Muy Alta,sin observación,admin
CF-00537,2026-04-05 20:30:00,Cafetería Central,Cafe, snack ,12,2,Tarjeta,TARDE, ciudad universitaria ,muy alta,sin observación,emp01
CF-00153,2026-05-22 09:00:00,CAFETERÍA ANEXO,Cafe,Alimento,35,3,Tarjeta, tarde ,FES Aragón,Muy Alta,,temporal
CF-00105,2026-05-07 19:15:00,CAFETERÍA ANEXO,Cafe,Bebida,18,4,TARJETA,noche , fes aragón ,alta ,sin observación,temporal
CF-00131,2026-03-17 16:15:00,CAFETERIA CENTRAL,Cafe,BEBIDA,20,1,Vale,MANANA,FES ARAGON,Baja ,sin observación,emp01
CF-00521,2026-04-12 07:30:00,CAFETERÍA ANEXO,Torta,BEBIDA,35,4,Efectivo,noche ,Ciudad Universitaria,,revisar,emp02
CF-00692,2026-05-26 14:00:00, cafeteria central ,Torta,Alimento,20,2,TARJETA,noche ,FES Aragón,Media,producto agotado,emp02
CF-00717,2026-06-06 14:00:00,CAFETERÍA ANEXO,agua ,Snack,15,2,vale ,MANANA,FES Aragón,,sin observación,admin
CF-00172,2026-03-17 19:00:00,CAFETERIA CENTRAL,Café, snack ,,,,TARDE, ciudad universitaria ,muy alta,sin observación,admin
CF-00324,2026-04-28 20:30:00,CAFETERIA CENTRAL,Ensalada,ALIMENTO,45,1,TARJETA,mañana ,CU,,promoción,emp01
CF-00601,2026-03-05 10:30:00,CAFETERÍA ANEXO,Agua,Bebida,35,4,Tarjeta,MANANA, ciudad universitaria ,muy alta,sin observación,emp02
CF-00658,2026-03-18 17:45:00,CAFETERIA CENTRAL,Ensalada,Snack,15,1,Vale,mañana , ciudad universitaria ,Baja ,,admin
CF-00411,,CAFETERIA CENTRAL,Torta, snack ,18,2,efectivo ,TARDE,CU,baja,,emp02
CF-00395,2026-05-17 08:00:00,cafeteria anexo,CAFÉ, bebida ,25,,Vale,noche , ciudad universitaria ,MEDIA,,emp01
CF-00653,2026-05-06 19:15:00,Cafetería Anexo,galletas,ALIMENTO,45,3,tarjeta,mañana , fes aragón ,baja,,temporal
CF-00619,2026-04-06 07:00:00,cafeteria anexo,Galletas,BEBIDA,,1,Vale,Mañana,Ciudad Universitaria,baja,sin observación,emp01
CF-00143,2026-05-30 08:30:00,Cafetería Anexo,agua ,Snack,20,4,Efectivo,Tarde, ciudad universitaria ,Media,sin observación,admin
CF-00365,2026-05-16 13:15:00,Cafetería Anexo,Agua,Alimento,18,2,TARJETA,Noche,FES Aragón,baja,promoción,temporal
CF-00691,2026-03-14 12:30:00,CAFETERÍA ANEXO, torta , snack ,,4,tarjeta,mañana ,FES ARAGON,baja,promoción,temporal
CF-00681,2026-04-14 18:15:00,Cafetería Anexo,Cafe,Snack,12,,Efectivo,noche ,FES ARAGON,alta ,sin observación,admin
CF-00550,2026-04-27 11:30:00,Cafetería Central,agua ,Bebida,12,,tarjeta,noche ,FES Aragón,Baja ,producto agotado,temporal
CF-00252,2026-05-07 16:15:00,CAFETERIA CENTRAL,Café, bebida ,,1,vale , tarde , fes aragón ,,,admin
CF-00700,2026-06-04 20:00:00, cafeteria central ,galletas,Bebida,18,3,TARJETA,TARDE,CU,Muy Alta,revisar,emp01
CF-00200,2026-03-31 07:30:00,cafeteria anexo,Agua, snack ,20,1,,Tarde, fes aragón ,Baja ,sin observación,admin
CF-00058,2026-06-09 18:00:00,Cafetería Central,CAFÉ,Alimento,18,2,,mañana ,CU,baja,sin observación,admin
CF-00328,2026-04-01 18:30:00, cafeteria central ,Galletas,Snack,60,2,Tarjeta,TARDE,CU,Media,sin observación,emp02
CF-00121,2026-04-08 13:15:00,Cafetería Anexo,galletas,Snack,15,3,vale ,Tarde,Ciudad Universitaria,Alta,revisar,emp02
CF-00017,2026-06-03 12:30:00,cafeteria anexo,Agua,BEBIDA,,2,efectivo ,Noche, ciudad universitaria ,Media,promoción,emp02
CF-00660,2026-04-08 10:30:00,Cafetería Anexo,Agua,ALIMENTO,,1,,Mañana, ciudad universitaria ,alta ,revisar,temporal
CF-00191,2026-04-09 09:45:00,Cafetería Anexo,Agua,Snack,,,,noche ,Ciudad Universitaria,Baja ,revisar,admin
CF-00018,2026-06-05 07:15:00,cafeteria anexo,Café,BEBIDA,,,tarjeta,MANANA,FES Aragón,,promoción,temporal
CF-00506,2026-04-19 19:45:00,Cafetería Central,Galletas,ALIMENTO,25,1,vale ,Mañana,FES Aragón,,producto agotado,emp02
CF-00312,2026-04-26 08:00:00,cafeteria anexo,galletas,BEBIDA,60,2,vale ,Mañana,Ciudad Universitaria,Muy Alta,,emp02
CF-00447,2026-06-01 09:00:00,CAFETERÍA ANEXO,CAFÉ,Snack,18,1,Vale,Mañana,FES Aragón,Baja ,revisar,admin
CF-00030,2026-05-20 16:45:00,Cafetería Central,galletas, bebida ,60,1,tarjeta,Mañana,Ciudad Universitaria,,sin observación,emp01
CF-00483,2026-05-04 15:15:00, cafeteria central ,agua , snack ,45,1,efectivo ,Noche, ciudad universitaria ,MEDIA,revisar,emp01
CF-00111,2026-06-07 14:45:00,cafeteria anexo,galletas,BEBIDA,18,2,TARJETA,TARDE,CU,Muy Alta,promoción,temporal
CF-00311,2026-06-01 13:15:00,Cafetería Anexo,CAFÉ, bebida ,12,1,vale ,Mañana, ciudad universitaria ,Alta,producto agotado,admin
CF-00302,2026-03-16 14:45:00,CAFETERÍA ANEXO,Cafe,Snack,,2,vale ,MANANA,FES ARAGON,Alta,,admin
CF-00688,2026-05-22 16:00:00,Cafetería Anexo,agua , snack ,,1,TARJETA,Mañana, fes aragón ,muy alta,sin observación,temporal
CF-00517,2026-04-19 08:30:00,CAFETERIA CENTRAL,Galletas,Alimento,15,3,Efectivo,mañana ,CU,muy alta,producto agotado,emp02
