nrow,id,dia,aerolinea,destino,region,dest_size,area_abordaje,fecha_salida,espera_min,limpieza,seguridad,satisfaccion
1391,1193,martes,SUDOESTE,LAS VEGAS,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,140.0,Promedio,Muy seguro,Neutral
1392,3094,Domingo,COPA,CIUDAD DE PANAMÁ,Centroamérica / Sudamérica,Medium,Gates 1-12,2018-12-31,113.0,Algo limpio,Algo seguro,Algo satisfecho
1393,1845,lunes,TURKISH AIRLINES,ESTAMBUL,oriente medio,Hub,Gates 91-102,2018-12-31,135.0,Promedio,Algo seguro,Algo satisfecho
1395,2534,sábado,JETBLUE,BOSTON,este de EE. UU.,Grande,Gates 1-12,2018-12-31,255.0,Limpio,Muy seguro,Algo satisfecho
1396,725,jueves,AIR FRANCE / KLM,PARIS-DE GAULLE,eur,Hub,Gates 1-12,2018-12-31,215.0,Limpio,Algo seguro,Muy insatisfecho
1397,286,jueves,UNITED,NASHVILLE,Medio Oeste de EE. UU.,Medium,Gates 70-90,2018-12-31,70.0000000000001,Limpio,Muy seguro,Neutral
1399,2307,jueves,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,150.0,Algo limpio,Algo seguro,Algo satisfecho
1400,2178,sábado,ESTE DE CHINA,QINGDAO,Asia,grande,Gates 1-12,2018-12-31,100.0,Limpio,Muy seguro,Algo satisfecho
1401,670,jueves,AIR FRANCE / KLM,PARIS-DE GAULLE,eur,Hub,Gates 1-12,2018-12-31,200.0,Algo limpio,Algo seguro,Neutral
1402,1641,sábado,VIRGIN ATLANTIC,LONDON HEATHROW,Europa,Hub,Gates 1-12,2018-12-31,110.0,Limpio,Muy seguro,Algo satisfecho
1403,1677,sábado,AIR FRANCE / KLM,PARIS-DE GAULLE,Europa,Hub,Gates 1-12,2018-12-31,140.0,Algo limpio,Algo seguro,Muy satisfecho
1404,2598,martes,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,80.0,Limpio,Muy seguro,Algo satisfecho
1405,1612,jueves,VIRGIN ATLANTIC,LONDON HEATHROW,Europa,Hub,Gates 1-12,2018-12-31,230.0,Algo limpio,Neutral,Neutral
1406,2376,martes,JETBLUE,FT. LAUDERDALE,Este de EE. UU.,Grande,Gates 1-12,2018-12-31,121.0,Algo limpio,Algo seguro,Algo satisfecho
1407,1614,jueves,VIRGIN ATLANTIC,LONDON HEATHROW,Europa,Hub,Gates 1-12,2018-12-31,125.0,Algo limpio,Neutral,Algo satisfecho
1408,2085,viernes,JETBLUE,LONG BEACH,oeste de EE. UU.,Small,Gates 1-12,2018-12-31,79.0,Algo limpio,Muy seguro,Algo satisfecho
1409,2429,miércoles,AIR NEW ZEALAND,AUCKLAND,Australia / Nueva Zelanda,Medium,Gates 91-102,2018-12-31,160.0,Algo limpio,Algo seguro,Algo satisfecho
1410,2702,viernes,UNITED,ORLANDO,Este de EE. UU.,Hub,Gates 70-90,2018-12-31,302.0,Promedio,Neutral,Algo satisfecho
1411,551,jueves,EMIRATES,DUBAI,oriente medio,Hub,Gates 1-12,2018-12-31,225.0,Algo limpio,Muy seguro,Algo satisfecho
1412,1735,Lunes,AIR CANADA,TORONTO,Canadá / México,Hub,Gates 91-102,2018-12-31,120.0,Limpio,Muy seguro,Algo satisfecho
1413,1009,viernes,AIR CANADA,VANCOUVER,Canadá / México,Medium,Gates 91-102,2018-12-31,94.99999999999979,Limpio,Muy seguro,Muy satisfecho
1414,432,domingo,UNITED,HONOLULU,oeste de EE. UU.,Medium,Gates 70-90,2018-12-31,215.0,Algo limpio,Neutral,Algo satisfecho
1416,455,domingo,ALASKA,LAS VEGAS,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,105.0,Limpio,Muy seguro,Muy satisfecho
1417,498,Domingo,ALASKA,PORTLAND,Oeste de EE. UU.,Medium,Gates 50-59,2018-12-31,118.0,Promedio,Algo seguro,Neutral
1418,785,jueves,UNITED INTL,SAN JOSE DEL CABO,Canadá / México,Small,Gates 91-102,2018-12-31,90.0,Algo limpio,Algo seguro,Algo satisfecho
1419,1682,sábado,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,125.0,Limpio,Muy seguro,Muy satisfecho
1420,3262,martes,UNITED,SAN DIEGO,Oeste de EE. UU.,Medium,Gates 70-90,2018-12-31,180.0,Promedio,Neutral,Neutral
1421,2826,martes,UNITED,BURBANK,West US,   Small,Gates 70-90,2018-12-31,78.0,Limpio,Muy seguro,Muy satisfecho
1422,322,jueves,UNITED,BURBANK,West US,   Small,Gates 70-90,2018-12-31,130.0,Algo limpio,Muy seguro,Muy satisfecho
1423,410,Sunday,UNITED,HOUSTON-BUSH,Midwest US,Hub,Gates 70-90,2018-12-31,362.0,Limpio,Muy seguro,Muy satisfecho
1424,3154,jueves,DELTA,SALT LAKE CITY,oeste de EE. UU.,Medium,Gates 40-48,2018-12-31,105.0,Algo limpio,Muy seguro,Neutral
1425,1377,martes,UNITED INTL,PARIS-DE GAULLE,Europa,Hub,Gates 91-102,2018-12-31,145.0,Algo limpio,Algo seguro,Neutral
1426,2357,miércoles,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,69.9999999999999,Algo limpio,Algo seguro,Neutral
1427,800,miércoles,AMERICAN,LOS ANGELES,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,130.0,Limpio,Muy seguro,Muy satisfecho
1428,2668,viernes,UNITED,RALEIGH-DURHAM,Este de EE. UU.,Medium,Gates 60-69,2018-12-31,210.0,Promedio,Algo seguro,Algo satisfecho
1429,2080,jueves,AMERICAN,PHILADELPHIA,East US,Large,Gates 50-59,2018-12-31,122.0,Algo limpio,Algo seguro,Algo satisfecho
1430,1146,martes,SUDOESTE,LOS ÁNGELES,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,70.0000000000001,Limpio,Algo seguro,Algo satisfecho
1431,638,martes,ALASKA,WASHINGTON DC-DULLES,este de EE. UU.,Medium,Gates 50-59,2018-12-31,140.0,Promedio,Muy seguro,Algo satisfecho
1432,681,jueves,AIR FRANCE / KLM,PARIS-DE GAULLE,eur,Hub,Gates 1-12,2018-12-31,125.0,Promedio,Neutral,Algo satisfecho
1434,398,viernes,ALASKA,INDIANAPOLIS,Medio Oeste de EE. UU.,Medium,Gates 50-59,2018-12-31,100.0,Limpio,Muy seguro,Algo satisfecho
1435,247,jueves,UNITED,NASHVILLE,Midwest US,Medium,Gates 70-90,2018-12-31,100.0,Algo limpio,Algo seguro,Algo satisfecho
1436,2995,domingo,ALASKA,NUEVA YORK-JFK,este de EE. UU.,Hub,Gates 50-59,2018-12-31,60.0,Algo limpio,Muy seguro,Algo satisfecho
1437,2363,miércoles,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,90.0,Promedio,Muy seguro,Neutral
1438,3054,martes,AMERICAN,MIAMI,East US,Hub,Gates 50-59,2018-12-31,155.0,Limpio,Muy seguro,Muy satisfecho
1439,435,Domingo,UNITED,HONOLULU,Oeste de EE. UU.,Medium,Gates 70-90,2018-12-31,395.0,Promedio,Algo seguro,Neutral
1440,1517,miércoles,DELTA,LOS ÁNGELES,oeste de EE. UU.,  Hub ,Gates 40-48,2018-12-31,90.0,Algo limpio,Muy seguro,Algo satisfecho
1441,1678,sábado,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,140.0,Algo sucio,Neutral,Algo insatisfecho
1442,1533,miércoles,ALASKA,LOS ÁNGELES,oeste de EE. UU.,  Hub ,Gates 40-48,2018-12-31,65.0,Algo limpio,Muy seguro,Algo satisfecho
1443,2019,miércoles,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,180.0,Limpio,Muy seguro,Muy satisfecho
1444,511,Domingo,ALASKA,PORTLAND,Oeste de EE. UU.,Medium,Gates 50-59,2018-12-31,118.0,Algo limpio,Muy seguro,Muy satisfecho
1445,1428,miércoles,UNITED,LAS VEGAS,oeste de EE. UU.,  Hub ,Gates 60-69,2018-12-31,110.0,Algo sucio,Neutral,Algo insatisfecho
1446,2368,miércoles,UNITED,AUSTIN,Medio Oeste de EE. UU.,Medium,Gates 70-90,2018-12-31,375.0,Algo limpio,Muy seguro,Algo satisfecho
1447,2835,martes,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 70-90,2018-12-31,100.0,Limpio,Muy seguro,Algo satisfecho
1448,3009,miércoles,AMERICAN,MIAMI,este de EE. UU.,Hub,Gates 50-59,2018-12-31,838.0,Limpio,Neutral,Algo satisfecho
1449,2930,viernes,TURKISH AIRLINES,ESTAMBUL,Medio Oriente,Hub,Gates 91-102,2018-12-31,255.0,Limpio,Algo seguro,Muy satisfecho
1453,2448,martes,JETBLUE,BOSTON,este de EE. UU.,Grande,Gates 1-12,2018-12-31,87.0,Algo limpio,Algo seguro,Algo satisfecho
1454,2687,viernes,UNITED,ORLANDO,East US,Hub,Gates 70-90,2018-12-31,107.0,Algo limpio,Algo seguro,Algo satisfecho
1455,492,Domingo,ALASKA,PORTLAND,Oeste de EE. UU.,Medium,Gates 50-59,2018-12-31,148.0,Limpio,Algo seguro,Algo satisfecho
1456,979,viernes,LUFTHANSA,MUNICH,Europa,Hub,Gates 91-102,2018-12-31,115.0,Promedio,Neutral,Muy satisfecho
1457,3288,miércoles,SUDOESTE,DENVER,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,85.0,Algo limpio,Algo seguro,Algo satisfecho
1458,2674,sábado,JETBLUE,BOSTON,este de EE. UU.,Grande,Gates 1-12,2018-12-31,117.0,Algo limpio,Algo seguro,Neutral
1459,2293,miércoles,QANTAS,SYDNEY,Australia / Nueva Zelanda,Hub,Gates 1-12,2018-12-31,225.0,Limpio,Muy seguro,Muy satisfecho
1461,1971,martes,UNITED,BALTIMORE,East US,Medium,Gates 60-69,2018-12-31,155.0,Algo limpio,Muy seguro,Muy satisfecho
1462,353,viernes,ALASKA,NEWARK,este de EE. UU.,Hub,Gates 50-59,2018-12-31,105.0,Algo limpio,Muy seguro,Algo satisfecho
1463,2831,martes,UNITED,BURBANK,West US,   Small,Gates 70-90,2018-12-31,78.0,Algo limpio,Algo seguro,Algo satisfecho
1464,1418,miércoles,UNITED,LAS VEGAS,oeste de EE. UU.,  Hub ,Gates 60-69,2018-12-31,172.0,Algo limpio,Algo seguro,Algo satisfecho
1466,1734,lunes,AIR CANADA,TORONTO,Canadá / México,Hub,Gates 91-102,2018-12-31,170.0,Algo limpio,Algo seguro,Algo satisfecho
1467,3081,Domingo,COPA,CIUDAD DE PANAMÁ,Centroamérica / Sudamérica,Medium,Gates 1-12,2018-12-31,133.0,Algo limpio,Muy seguro,Neutral
1468,2194,jueves,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,185.0,Algo limpio,Muy seguro,Neutral
1469,764,domingo,ALASKA,NUEVA YORK-JFK,este de EE. UU.,Hub,Gates 50-59,2018-12-31,90.0,Algo limpio,Neutral,Algo satisfecho
1470,1473,miércoles,AVIANCA,SAN SALVADOR,Centro / Sudamérica,Small,Gates 1-12,2018-12-31,115.0,Algo limpio,Neutral,Algo satisfecho
1471,1497,miércoles,FRONTIER,DENVER,oeste de EE. UU.,  Hub ,Gates 20-39,2018-01-01,119.0,Algo limpio,Algo seguro,Algo satisfecho
1472,1681,sábado,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,125.0,Limpio,Muy seguro,Algo satisfecho
1473,2603,martes,JETBLUE,BOSTON,este de EE. UU.,Grande,Gates 1-12,2018-12-31,117.0,Limpio,Muy seguro,Muy satisfecho
1474,2742,miércoles,AIR FRANCE / KLM,PARIS-DE GAULLE,Europa,Hub,Gates 1-12,2018-12-31,150.0,Algo limpio,Muy seguro,Algo satisfecho
1475,2423,miércoles,AIR NEW ZEALAND,AUCKLAND,Australia / Nueva Zelanda,Medium,Gates 91-102,2018-12-31,235.0,Limpio,Muy seguro,Muy satisfecho
1476,2830,martes,UNITED,BURBANK,oeste de EE. UU.,   Small,Gates 70-90,2018-12-31,73.0,Limpio,Muy seguro,Algo satisfecho
1477,915,viernes,AIR CANADA,TORONTO,Canadá / México,Hub,Gates 91-102,2018-12-31,180.0,Algo limpio,Algo seguro,Muy satisfecho
1478,1991,martes,UNITED,BALTIMORE,East US,Medium,Gates 60-69,2018-12-31,85.0000000000001,Algo limpio,Muy seguro,Algo satisfecho
1479,559,jueves,ALASKA,SEATTLE,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,100.0,Algo limpio,Muy seguro,Algo satisfecho
1480,306,jueves,UNITED,SAN DIEGO,oeste de EE. UU.,Medium,Gates 70-90,2018-12-31,122.0,Algo limpio,Muy seguro,Algo satisfecho
1482,1108,jueves,DELTA,MINNEAPOLIS-ST. PAUL,Medio Oeste de EE. UU.,Hub,Gates 40-48,2018-12-31,105.0,Promedio,Neutral,Algo insatisfecho
1483,1394,martes,UNITED INTL,PARIS-DE GAULLE,Europa,Hub,Gates 91-102,2018-12-31,195.0,Algo limpio,Algo seguro,Algo satisfecho
1484,1347,martes,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,2018-12-31,110.0,Algo limpio,Muy seguro,Algo satisfecho
1485,762,jueves,AIR CANADA,TORONTO,Canadá / México,Hub,Gates 91-102,2018-12-31,85.0,Limpio,Algo seguro,Algo satisfecho
1486,223,miércoles,AMERICAN,LOS ANGELES,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,130.0,Algo limpio,Algo seguro,Algo satisfecho
1487,1074,viernes,AIR CANADA,CALGARY,Canadá / México,Medium,Gates 91-102,2018-12-31,325.0,Algo limpio,Muy seguro,Algo satisfecho
1491,1558,miércoles,DELTA,ATLANTA,ESTE DE EE. UU.,Hub,Gates 40-48,2018-12-31,105.0,Algo limpio,Muy seguro,Algo satisfecho
1493,1468,miércoles,AVIANCA,SAN SALVADOR,Centroamérica / Sudamérica,Small,Gates 1-12,2018-12-31,130.0,Algo limpio,Algo seguro,Algo satisfecho
1494,1035,viernes,AIR CANADA,VANCOUVER,Canadá / México,Medium,Gates 91-102,2018-12-31,94.99999999999979,Medio,Algo seguro,Algo satisfecho
1495,2456,viernes,UNITED,DENVER,oeste de EE. UU.,  Hub ,Gates 70-90,2018-12-31,86.0,Promedio,Neutral,Neutral
1496,3118,domingo,ALASKA,NEWARK,este de EE. UU.,Hub,Gates 50-59,2018-12-31,94.99999999999979,Promedio,Neutral,Algo insatisfecho
1497,2629,martes,JETBLUE,NUEVA YORK-JFK,este de EE. UU.,Hub,Gates 1-12,2018-12-31,90.0,Promedio,Muy seguro,Algo satisfecho
1498,393,viernes,ALASKA,INDIANAPOLIS,Medio Oeste de EE. UU.,Medium,Gates 50-59,2018-12-31,160.0,Algo limpio,Muy seguro,Algo satisfecho
1499,1889,miércoles,SINGAPORE AIRLINES,SINGAPUR,Asia,Hub,Gates 91-102,2018-12-31,120.0,Limpio,Muy seguro,Algo satisfecho
1500,1235,jueves,ESTE DE CHINA,SHANGHAI,Asia,Hub,Gates 1-12,2018-12-31,130.0,Limpio,Algo seguro,Neutral
1501,2061,viernes,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,120.0,Algo limpio,Algo seguro,Muy satisfecho
1502,2907,jueves,DELTA,SEATTLE,oeste de EE. UU.,  Hub ,Gates 40-48,2018-12-31,90.0,Limpio,Muy seguro,Algo satisfecho
1504,438,domingo,UNITED,INDIANAPOLIS,Medio Oeste de EE. UU.,Medium,Gates 60-69,2018-12-31,82.9999999999999,Algo limpio,Algo seguro,Algo satisfecho
1505,580,jueves,ALASKA,SEATTLE,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,50.0,Limpio,Muy seguro,Algo satisfecho
1506,1892,miércoles,SINGAPORE AIRLINES,SINGAPUR,Asia,Hub,Gates 91-102,2018-12-31,165.0,Limpio,Algo seguro,Algo satisfecho
1507,491,domingo,UNITED,DENVER,oeste de EE. UU.,  Hub ,Gates 70-90,2018-12-31,246.0,Promedio,Muy seguro,Algo satisfecho
1508,3192,jueves,DELTA,LOS ÁNGELES,oeste de EE. UU.,  Hub ,Gates 40-48,2018-12-31,135.0,Algo limpio,Muy seguro,Algo satisfecho
1509,1579,miércoles,UNITED INTL,HONG KONG,Asia,Hub,Gates 91-102,2018-12-31,180.0,Algo limpio,Muy seguro,Algo satisfecho
1510,1175,jueves,DELTA,NUEVA YORK-JFK,este de EE. UU.,Hub,Gates 40-48,2018-12-31,140.0,Limpio,Muy seguro,Algo satisfecho
1511,1600,miércoles,SINGAPORE AIRLINES,SINGAPUR,Asia,Hub,Gates 91-102,2018-12-31,210.0,Algo limpio,Algo seguro,Neutral
1512,1904,martes,UNITED,BOSTON,Este de EE. UU.,Grande,Gates 70-90,2018-12-31,115.0,Algo limpio,Neutral,Algo satisfecho
1513,1151,martes,SUDOESTE,LOS ÁNGELES,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,60.00000000000011,Limpio,Muy seguro,Muy satisfecho
1514,1895,lunes,LUFTHANSA,MUNICH,Europa,Hub,Gates 91-102,2018-12-31,175.0,Algo limpio,Muy seguro,Algo satisfecho
1515,2433,martes,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,55.0,Limpio,Muy seguro,Muy satisfecho
1516,2706,miércoles,AIR FRANCE / KLM,PARIS-DE GAULLE,Europa,Hub,Gates 1-12,2018-12-31,105.0,Limpio,Algo seguro,Algo satisfecho
1517,1832,domingo,ALASKA,RALEIGH-DURHAM,este de EE. UU.,Medium,Gates 50-59,2018-12-31,130.0,Limpio,Muy seguro,Muy satisfecho
1519,1645,sábado,VIRGIN ATLANTIC,LONDON HEATHROW,Europa,Hub,Gates 1-12,2018-12-31,170.0,Algo limpio,Algo seguro,Algo satisfecho
1520,2993,jueves,UNITED,BALTIMORE,Este de EE. UU.,Medium,Gates 70-90,2018-12-31,104.0,Algo sucio,Algo seguro,Neutral
1521,1433,sábado,UNITED,PORTLAND,oeste de EE. UU.,Medium,Gates 70-90,2018-12-31,160.0,Algo limpio,Muy seguro,Algo satisfecho
1522,3057,domingo,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,2018-01-01,335.0,Algo limpio,Algo seguro,Algo satisfecho
1523,2928,viernes,TURKISH AIRLINES,ESTAMBUL,Medio Oriente,Hub,Gates 91-102,2018-12-31,315.0,Algo limpio,Neutral,Algo satisfecho
1524,3134,Domingo,ALASKA,NEWARK,Este de EE. UU.,Hub,Gates 50-59,2018-12-31,215.0,Limpio,Muy seguro,Muy satisfecho
1525,2889,miércoles,UNITED,AUSTIN,Medio Oeste de EE. UU.,Medium,Gates 70-90,2018-12-31,64.9999999999999,Algo limpio,Algo seguro,Algo satisfecho
1526,2973,miércoles,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,2018-12-31,120.0,Algo limpio,Muy seguro,Algo satisfecho
1527,2197,miércoles,AER LINGUS,DUBLIN,Europa,grande,Gates 91-102,2018-12-31,210.0,Promedio,Muy seguro,Algo satisfecho
1528,1703,domingo,AIR FRANCE / KLM,PARIS-DE GAULLE,Europa,Hub,Gates 1-12,2018-12-31,150.0,Limpio,Muy seguro,Muy satisfecho
1529,385,viernes,ALASKA,LOS ÁNGELES,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,145.0,Algo limpio,Algo seguro,Algo satisfecho
1530,872,martes,AMERICAN,DALLAS-FT. VALOR,Medio oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,985.0,Promedio,Neutral,Neutral
1531,593,jueves,JETBLUE,BOSTON,este de EE. UU.,Grande,Gates 1-12,2018-12-31,102.0,Limpio,Algo seguro,Muy satisfecho
1532,2225,miércoles,AER LINGUS,DUBLIN,Europa,grande,Gates 91-102,2018-12-31,300.0,Algo limpio,Algo seguro,Neutral
1533,3083,domingo,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,2018-01-01,185.0,Algo limpio,Algo seguro,Algo satisfecho
1534,1357,martes,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,2018-12-31,185.0,Limpio,Muy seguro,Muy satisfecho
1535,610,jueves,JETBLUE,BOSTON,este de EE. UU.,Grande,Gates 1-12,2018-12-31,162.0,Algo limpio,Muy seguro,Algo satisfecho
1536,1062,viernes,AIR CANADA,CALGARY,Canadá / México,Medium,Gates 91-102,2018-12-31,325.0,Algo limpio,Muy seguro,Algo satisfecho
1537,1901,lunes,LUFTHANSA,MUNICH,Europa,Hub,Gates 91-102,2018-12-31,235.0,Limpio,Algo seguro,Algo satisfecho
1538,1488,miércoles,FRONTIER,DENVER,oeste de EE. UU.,  Hub ,Gates 20-39,2018-01-01,179.0,Limpio,Algo seguro,Algo satisfecho
1539,1102,jueves,DELTA,MINNEAPOLIS-ST. PAUL,Medio Oeste de EE. UU.,Hub,Gates 40-48,2018-12-31,150.0,Algo limpio,Algo seguro,Algo satisfecho
1540,1578,miércoles,DELTA,DETROIT,Medio Oeste de EE. UU.,Grande,Gates 40-48,2018-12-31,115.0,Limpio,Neutral,Muy satisfecho
1541,757,jueves,AIR CANADA,TORONTO,Canadá / México,Hub,Gates 91-102,2018-12-31,115.0,Limpio,Muy seguro,Neutral
1542,1774,jueves,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,145.0,Limpio,Muy seguro,Muy satisfecho
1544,1979,viernes,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,185.0,Algo limpio,Muy seguro,Algo satisfecho
1545,2144,miércoles,AIR CANADA,VANCOUVER,Canadá / México,Medium,Gates 91-102,2018-12-31,125.0,Promedio,Neutral,Neutral
1546,279,jueves,UNITED,BALTIMORE,EAST US,Medium,Gates 70-90,2018-12-31,644.0,Algo limpio,Muy seguro,Algo satisfecho
1547,2388,miércoles,UNITED INTL,SYDNEY,Australia / Nueva Zelanda,Hub,Gates 91-102,2018-12-31,125.0,Algo limpio,Algo seguro,Neutral
1548,2858,martes,UNITED,SEATTLE,oeste de EE. UU.,  Hub ,Gates 70-90,2018-12-31,57.0,Promedio,Algo seguro,Neutral
1549,3072,martes,UNITED,SPOKANE,oeste de EE. UU.,   Small,Gates 70-90,2018-12-31,342.0,Algo limpio,Muy seguro,Algo satisfecho
1550,1331,martes,UNITED INTL,KANSAI,Asia,Hub,Gates 91-102,2018-12-31,50.00000000000011,Algo limpio,Neutral,Algo satisfecho
1551,652,martes,ALASKA,WASHINGTON DC-DULLES,este de EE. UU.,Medium,Gates 50-59,2018-12-31,185.0,Limpio,Muy seguro,Muy satisfecho
1552,2286,miércoles,QANTAS,SYDNEY,Australia / Nueva Zelanda,Hub,Gates 1-12,2018-12-31,165.0,Algo limpio,Algo seguro,Neutral
1553,268,viernes,AIR CANADA,TORONTO,Canadá / México,Hub,Gates 91-102,2018-12-31,175.0,Algo limpio,Muy seguro,Algo satisfecho
1554,3158,jueves,DELTA,SALT LAKE CITY,oeste de EE. UU.,Medium,Gates 40-48,2018-12-31,45.0,Promedio,Algo seguro,Neutral
1555,3096,domingo,ALASKA,NEWARK,este de EE. UU.,Hub,Gates 50-59,2018-12-31,245.0,Algo limpio,Muy seguro,Algo satisfecho
1556,1790,sábado,UNITED,RALEIGH-DURHAM,Este de EE. UU.,Medium,Gates 70-90,2018-12-31,110.0,Algo limpio,Muy seguro,Algo satisfecho
1557,2876,viernes,EVA AIR,TAIPEI,Asia,Hub,Gates 91-102,2018-12-31,300.0,Algo limpio,Muy seguro,Algo satisfecho
1558,1114,martes,SUDOESTE,SAN DIEGO,oeste de EE. UU.,Medium,Gates 20-39,2018-12-31,90.0,Algo limpio,Algo seguro,Algo satisfecho
1559,1398,martes,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,2018-12-31,100.0,Limpio,Muy seguro,Neutral
1560,3201,martes,UNITED,ONTARIO (CALIF),Oeste de EE. UU.,   Small,Gates 70-90,2018-12-31,95.0,Limpio,Algo seguro,Algo satisfecho
1561,2791,domingo,WOW,REYKJAVIK,Europa,Small,Gates 1-12,2018-12-31,145.0,Algo limpio,Algo seguro,Algo satisfecho
1563,655,viernes,UNITED INTL,MUNICH,Europa,Hub,Gates 91-102,2018-12-31,445.0,Algo limpio,Muy seguro,Algo satisfecho
1564,1536,miércoles,AIR CHINA,BEIJING,Asia,Hub,Gates 91-102,2018-12-31,170.0,Algo limpio,Neutral,Neutral
1565,2563,martes,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,180.0,Algo limpio,Muy seguro,Algo satisfecho
1566,2787,jueves,DELTA,ATLANTA,este de EE. UU.,Hub,Gates 40-48,2018-12-31,165.0,Algo limpio,Muy seguro,Algo satisfecho
1567,1727,Lunes,AIR CANADA,TORONTO,Canadá / México,Hub,Gates 91-102,2018-12-31,100.0,Algo sucio,Neutral,Neutral
1568,2782,jueves,DELTA,ATLANTA,este de EE. UU.,Hub,Gates 40-48,2018-12-31,135.0,Algo limpio,Muy seguro,Neutral
1569,1044,viernes,AIR CANADA,CALGARY,Canadá / México,Medium,Gates 91-102,2018-12-31,355.0,Limpio,Muy seguro,Muy satisfecho
1571,672,jueves,AIR FRANCE / KLM,PARIS-DE GAULLE,Europa,Hub,Gates 1-12,2018-12-31,125.0,Promedio,Algo seguro,Neutral
1572,1856,Domingo,ALASKA,KAHULUI,Oeste de EE. UU.,Small,Gates 50-59,2018-12-31,70.0000000000001,Algo limpio,Muy seguro,Algo satisfecho
1574,596,jueves,JETBLUE,BOSTON,este de EE. UU.,Grande,Gates 1-12,2018-12-31,87.0,Limpio,Muy seguro,Muy satisfecho
1576,2168,miércoles,FRONTIER,DENVER,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,213.0,Limpio,Muy seguro,Muy satisfecho
1578,871,martes,ALASKA,SEATTLE,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,325.0,Limpio,Muy seguro,Algo satisfecho
1579,2880,viernes,EVA AIR,TAIPEI,Asia,Hub,Gates 91-102,2018-12-31,120.0,Algo limpio,Muy seguro,Algo satisfecho
1580,2228,miércoles,AER LINGUS,DUBLIN,Europa,grande,Gates 91-102,2018-12-31,225.0,Algo limpio,Muy seguro,Algo satisfecho
1581,3044,martes,UNITED,PORTLAND,Oeste de EE. UU.,Medium,Gates 70-90,2018-12-31,190.0,Promedio,Algo seguro,Neutral
1582,1860,martes,UNITED,LOS ANGELES,oeste de EE. UU.,  Hub ,Gates 60-69,2018-12-31,84.9999999999999,Promedio,Algo seguro,Neutral
1583,1945,martes,UNITED,BOSTON,Este de EE. UU.,Grande,Gates 70-90,2018-12-31,145.0,Algo limpio,Muy seguro,Algo satisfecho
1584,2573,sábado,INTERJET,GUADALAJARA,Canadá / México,Medium,Gates 1-12,2018-12-31,105.0,Limpio,Muy seguro,Muy satisfecho
1585,2238,miércoles,AER LINGUS,DUBLIN,Europa,grande,Gates 91-102,2018-12-31,195.0,Algo limpio,Neutral,Neutral
1586,2786,domingo,WOW,REYKJAVIK,Europa,Small,Gates 1-12,2018-12-31,265.0,Algo limpio,Algo seguro,Algo satisfecho
1587,2148,miércoles,FRONTIER,DENVER,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,115.0,Algo limpio,Algo seguro,Algo satisfecho
1589,2335,jueves,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,119.0,Limpio,Algo seguro,Muy satisfecho
1590,318,jueves,UNITED,BURBANK,West US,   Small,Gates 70-90,2018-12-31,250.0,Algo limpio,Algo seguro,Algo satisfecho
