prestamo_id,fecha_prestamo,carrera,facultad,libro,autor,editorial,categoria,dias_prestamo,estatus,biblioteca,ciudad,observaciones,capturista
PB-00083,2026-04-03,MATEMATICAS,CU,Python para Todos,Tanenbaum,PEARSON,Matemáticas,7,En préstamo, fes aragón ,ciudad de mexico ,,admin
PB-00529,2026-03-01,Matemáticas,FES Aragón,Minería de Datos,Witten, pearson ,Matemáticas,,en préstamo , fes aragón ,ciudad de mexico ,renovación,cap02
PB-00528,,DERECHO,FES ARAGON,Python para Todos,Tanenbaum,,MATEMATICAS,3,Devuelto,BIBLIOTECA CENTRAL,Nezahualcóyotl,libro dañado,admin
PB-00615,2026-02-26,Comunicación y Periodismo, fes aragón ,Python para Todos,Witten,Pearson,MATEMATICAS,,Vencido,Biblioteca Central,ciudad de mexico ,renovación,cap01
PB-00054,2026-02-05,INGENIERIA EN COMPUTACION,FES ARAGON,Álgebra Lineal,Tanenbaum,, ciencias sociales ,20,devuelto ,biblioteca central ,NEZAHUALCOYOTL,,temporal
PB-00589,2026-06-03, ing. computacion ,FES Aragón,Minería de Datos,Date,,Matemáticas,10,en préstamo , fes aragón ,nezahualcóyotl ,libro dañado,admin
PB-00352,2026-04-01,COMUNICACION Y PERIODISMO,FES ARAGON,Bases de Datos,Witten,, ciencias sociales ,3,en préstamo , fes aragón ,NEZAHUALCOYOTL,,temporal
PB-00331,2026-05-11,Ing. en Computación,Ciudad Universitaria,Estadística Básica,Grossman,PEARSON,Matemáticas,7,devuelto ,FES ARAGON,NEZAHUALCOYOTL,,cap02
PB-00007,2026-03-27,COMUNICACION Y PERIODISMO, fes aragón ,Cálculo I,Tanenbaum,Pearson, ciencias sociales ,20,VENCIDO,FES Aragón,NEZAHUALCOYOTL,sin observación,cap02
PB-00438,2026-03-04,Matemáticas,CU,Bases de Datos,Date,Pearson,MATEMATICAS,10,Vencido,FES Aragón,NEZAHUALCOYOTL,revisar,admin
PB-00275,2026-02-07,INGENIERIA EN COMPUTACION, fes aragón ,Python para Todos,Tanenbaum,McGraw Hill,MATEMATICAS,10,Vencido,biblioteca central ,CDMX,sin observación,cap02
PB-00495,2026-04-10,Ing. en Computación, fes aragón ,Python para Todos,Grossman, pearson ,Computación,,Vencido,BIBLIOTECA CENTRAL,Nezahualcóyotl,renovación,cap02
PB-00101,2026-05-16,DERECHO,FES Aragón,Álgebra Lineal,Date,, ciencias sociales ,25,VENCIDO,FES ARAGON,CDMX,libro dañado,admin
PB-00317,2026-06-04,Ing. en Computación, ciudad universitaria ,Minería de Datos,Stewart,Alfaomega, ciencias sociales ,10,En préstamo,FES ARAGON,NEZAHUALCOYOTL,sin observación,admin
PB-00223,2026-05-22, ing. computacion ,Ciudad Universitaria,Estadística Básica,Grossman,,Computación,30,Vencido,FES ARAGON,CDMX,,admin
PB-00458,2026-04-12,Comunicación y Periodismo, fes aragón ,Estadística Básica,Mendenhall,Mcgraw-Hill,Computación,30,En préstamo,BIBLIOTECA CENTRAL,CDMX,libro dañado,admin
PB-00291,2026-05-01,Matemáticas, ciudad universitaria ,Minería de Datos,Witten, pearson , computación ,15,EN PRESTAMO,FES Aragón,ciudad de mexico ,libro dañado,admin
PB-00536,2026-05-24,Comunicación y Periodismo, fes aragón ,Minería de Datos,Mendenhall,UNAM,Computación,10,Devuelto, fes aragón ,Ciudad de México,sin observación,temporal
PB-00625,2026-02-20,DERECHO,FES Aragón,Álgebra Lineal,Stewart,Alfaomega,Ciencias Sociales,,devuelto ,BIBLIOTECA CENTRAL,ciudad de mexico ,,cap02
PB-00588,2026-02-06,comunicación ,FES Aragón,Álgebra Lineal,Witten,Mcgraw-Hill,COMPUTACION,,,biblioteca central ,Nezahualcóyotl,,admin
PB-00430,2026-02-22,Derecho, fes aragón ,Álgebra Lineal,Date,, computación ,30,VENCIDO,FES Aragón,nezahualcóyotl ,sin observación,cap01
PB-00215,2026-05-11,Matemáticas,FES Aragón,Bases de Datos,Tanenbaum,Alfaomega,Computación,7,,FES Aragón,CDMX,libro dañado,cap02
PB-00552,2026-02-09,comunicación , ciudad universitaria ,Bases de Datos,Mendenhall,Mcgraw-Hill, computación ,3,devuelto ,Biblioteca Central,ciudad de mexico ,libro dañado,admin
PB-00463,2026-03-15,comunicación , fes aragón ,Cálculo I,Stewart,UNAM, computación ,3,Devuelto,FES ARAGON,Nezahualcóyotl,,admin
PB-00320,2026-05-24,Ing. en Computación, ciudad universitaria ,Álgebra Lineal,Tanenbaum,,Computación,7,En préstamo,biblioteca central ,CDMX,sin observación,admin
PB-00333,2026-06-05, matematicas , ciudad universitaria ,Cálculo I,Date, pearson ,MATEMATICAS,3,EN PRESTAMO,biblioteca central ,NEZAHUALCOYOTL,libro dañado,admin
PB-00553,2026-02-21,comunicación ,Ciudad Universitaria,Cálculo I,Grossman,McGraw Hill, ciencias sociales ,3,En préstamo,FES ARAGON,ciudad de mexico ,,admin
PB-00609,2026-04-13,Derecho, ciudad universitaria ,Estadística Básica,Date, pearson , ciencias sociales ,3,EN PRESTAMO,Biblioteca Central,nezahualcóyotl ,revisar,cap02
PB-00255,2026-03-05,INGENIERIA EN COMPUTACION,FES ARAGON,Álgebra Lineal,Tanenbaum,PEARSON,Computación,7,en préstamo ,BIBLIOTECA CENTRAL,Ciudad de México,libro dañado,temporal
PB-00145,2026-04-06, matematicas , ciudad universitaria ,Cálculo I,Stewart, pearson ,MATEMATICAS,25,EN PRESTAMO,FES Aragón,NEZAHUALCOYOTL,sin observación,cap02
PB-00574,2026-02-20,Derecho,CU,Minería de Datos,Mendenhall,PEARSON, ciencias sociales ,30,En préstamo,FES ARAGON,nezahualcóyotl ,,cap01
PB-00262,2026-03-09, ing. computacion , ciudad universitaria ,Redes de Computadoras,Tanenbaum,,Matemáticas,5,VENCIDO,Biblioteca Central,NEZAHUALCOYOTL,libro dañado,cap02
PB-00402,2026-04-25,COMUNICACION Y PERIODISMO,FES Aragón,Bases de Datos,Witten, pearson ,Ciencias Sociales,25,EN PRESTAMO,BIBLIOTECA CENTRAL,Nezahualcóyotl,renovación,cap01
PB-00329,2026-03-03,Matemáticas, ciudad universitaria ,Bases de Datos,Guido,,Ciencias Sociales,5,EN PRESTAMO,FES ARAGON,nezahualcóyotl ,sin observación,cap02
PB-00148,2026-06-08,COMUNICACION Y PERIODISMO,Ciudad Universitaria,Álgebra Lineal,Mendenhall,UNAM,MATEMATICAS,15,devuelto ,FES ARAGON,CDMX,,cap01
PB-00370,2026-05-10,derecho ,Ciudad Universitaria,Redes de Computadoras,Grossman,Mcgraw-Hill,Computación,,Devuelto,Biblioteca Central,NEZAHUALCOYOTL,renovación,cap02
PB-00306,2026-03-18,derecho ,CU,Cálculo I,Tanenbaum,McGraw Hill,Matemáticas,7,Devuelto,BIBLIOTECA CENTRAL,NEZAHUALCOYOTL,revisar,admin
PB-00608,2026-05-13,DERECHO,FES Aragón,Álgebra Lineal,Date,Pearson, ciencias sociales ,15,devuelto ,BIBLIOTECA CENTRAL,NEZAHUALCOYOTL,renovación,cap02
PB-00074,2026-04-21,Derecho,Ciudad Universitaria,Redes de Computadoras,Guido,Pearson,Computación,3,VENCIDO,BIBLIOTECA CENTRAL,nezahualcóyotl ,revisar,cap01
PB-00475,2026-02-10,derecho ,CU,Python para Todos,Tanenbaum,Mcgraw-Hill, computación ,15,En préstamo, fes aragón ,NEZAHUALCOYOTL,renovación,cap01
PB-00554,2026-02-21,Matemáticas,FES ARAGON,Python para Todos,Stewart, pearson ,MATEMATICAS,20,,FES Aragón,CDMX,revisar,admin
PB-00063,2026-06-07, ing. computacion , fes aragón ,Bases de Datos,Mendenhall,,Computación,7,Devuelto, fes aragón ,CDMX,libro dañado,admin
PB-00194,2026-02-15,Matemáticas,FES Aragón,Minería de Datos,Stewart,UNAM,COMPUTACION,10,EN PRESTAMO,FES ARAGON,CDMX,,admin
PB-00185,2026-05-13,comunicación ,CU,Minería de Datos,Grossman,UNAM, ciencias sociales ,10,Devuelto,FES ARAGON,Nezahualcóyotl,renovación,admin
PB-00464,2026-04-04,comunicación , fes aragón ,Redes de Computadoras,Stewart,,Computación,10,EN PRESTAMO,FES ARAGON,CDMX,libro dañado,cap01
PB-00574,2026-02-20,Derecho,CU,Minería de Datos,Mendenhall,PEARSON, ciencias sociales ,30,En préstamo,FES ARAGON,nezahualcóyotl ,,cap01
PB-00018,2026-06-05,Ingeniería en Computación,CU,Python para Todos,Witten,, computación ,,VENCIDO,FES Aragón,CDMX,sin observación,admin
PB-00587,2026-04-21, ing. computacion ,Ciudad Universitaria,Bases de Datos,Guido,PEARSON,Ciencias Sociales,10,en préstamo , fes aragón ,Nezahualcóyotl,libro dañado,cap01
PB-00099,2026-04-14,Ing. en Computación, fes aragón ,Estadística Básica,Grossman,Pearson, computación ,25,En préstamo,Biblioteca Central,NEZAHUALCOYOTL,libro dañado,cap02
PB-00003,2026-03-25,INGENIERIA EN COMPUTACION,FES ARAGON,Redes de Computadoras,Guido,UNAM,COMPUTACION,10,, fes aragón ,nezahualcóyotl ,renovación,admin
PB-00184,2026-02-03,Ing. en Computación, ciudad universitaria ,Estadística Básica,Tanenbaum, pearson , ciencias sociales ,20,Vencido,biblioteca central ,Ciudad de México,renovación,admin
PB-00171,2026-02-13,MATEMATICAS,Ciudad Universitaria,Estadística Básica,Mendenhall,Alfaomega,Ciencias Sociales,10,Vencido,biblioteca central ,Nezahualcóyotl,,temporal
PB-00617,2026-03-30,Derecho,Ciudad Universitaria,Python para Todos,Guido, pearson ,Matemáticas,10,EN PRESTAMO,FES ARAGON,NEZAHUALCOYOTL,sin observación,temporal
PB-00252,2026-04-01,MATEMATICAS,Ciudad Universitaria,Redes de Computadoras,Witten,Alfaomega,MATEMATICAS,25,En préstamo,BIBLIOTECA CENTRAL,CDMX,sin observación,temporal
PB-00639,2026-03-16,Derecho,FES Aragón,Bases de Datos,Stewart,UNAM,Computación,3,Vencido,Biblioteca Central,CDMX,libro dañado,temporal
PB-00421,2026-03-18,INGENIERIA EN COMPUTACION, fes aragón ,Bases de Datos,Tanenbaum,UNAM,COMPUTACION,10,Vencido,biblioteca central ,Ciudad de México,sin observación,temporal
PB-00325,2026-02-14,Comunicación y Periodismo, fes aragón ,Minería de Datos,Guido,McGraw Hill,MATEMATICAS,7,Devuelto, fes aragón ,Nezahualcóyotl,revisar,temporal
PB-00193,2026-02-15,Ingeniería en Computación, ciudad universitaria ,Álgebra Lineal,Witten,Alfaomega,Ciencias Sociales,15,EN PRESTAMO,Biblioteca Central,CDMX,sin observación,cap01
PB-00573,2026-03-29,INGENIERIA EN COMPUTACION,CU,Minería de Datos,Mendenhall,McGraw Hill, ciencias sociales ,,Vencido,BIBLIOTECA CENTRAL,Ciudad de México,libro dañado,cap01
PB-00562,2026-04-29,INGENIERIA EN COMPUTACION,FES Aragón,Cálculo I,Tanenbaum,UNAM,COMPUTACION,7,En préstamo, fes aragón ,ciudad de mexico ,revisar,admin
PB-00248,2026-02-07,Comunicación y Periodismo, ciudad universitaria ,Minería de Datos,Guido,Mcgraw-Hill,Matemáticas,25,devuelto ,FES ARAGON,ciudad de mexico ,libro dañado,temporal
PB-00515,2026-04-29,Derecho,FES Aragón,Minería de Datos,Grossman,Mcgraw-Hill, ciencias sociales ,20,EN PRESTAMO,FES Aragón,NEZAHUALCOYOTL,libro dañado,temporal
PB-00242,2026-03-16,DERECHO,Ciudad Universitaria,Estadística Básica,Tanenbaum,UNAM,MATEMATICAS,15,En préstamo, fes aragón ,Nezahualcóyotl,libro dañado,cap02
PB-00282,2026-03-24,derecho ,FES ARAGON,Cálculo I,Tanenbaum,Alfaomega,Computación,10,En préstamo,Biblioteca Central,Nezahualcóyotl,revisar,cap01
PB-00126,2026-03-02, ing. computacion , fes aragón ,Estadística Básica,Date,PEARSON,Matemáticas,7,VENCIDO,FES Aragón,NEZAHUALCOYOTL,libro dañado,cap01
PB-00595,2026-04-09,Derecho, fes aragón ,Estadística Básica,Guido,Alfaomega, computación ,3,en préstamo ,Biblioteca Central,NEZAHUALCOYOTL,,cap02
PB-00028,,Matemáticas,Ciudad Universitaria,Cálculo I,Guido,, computación ,25,EN PRESTAMO,Biblioteca Central,CDMX,sin observación,admin
PB-00315,2026-03-23,comunicación ,FES Aragón,Python para Todos,Witten,UNAM, computación ,,EN PRESTAMO,biblioteca central ,NEZAHUALCOYOTL,libro dañado,temporal
PB-00280,2026-02-28,Derecho,FES Aragón,Bases de Datos,Guido,Pearson, computación ,30,En préstamo,Biblioteca Central,Nezahualcóyotl,sin observación,cap02
PB-00527,2026-02-15,derecho ,CU,Cálculo I,Tanenbaum,UNAM,Computación,5,Vencido,biblioteca central ,CDMX,revisar,temporal
PB-00128,2026-02-24,MATEMATICAS,Ciudad Universitaria,Cálculo I,Guido,UNAM,Matemáticas,5,VENCIDO,FES ARAGON,NEZAHUALCOYOTL,revisar,cap01
PB-00618,2026-06-01,Ing. en Computación,CU,Álgebra Lineal,Mendenhall,,Computación,30,en préstamo ,biblioteca central ,Ciudad de México,renovación,cap02
PB-00013,2026-05-26,derecho , ciudad universitaria ,Álgebra Lineal,Witten,Mcgraw-Hill,Matemáticas,15,EN PRESTAMO,BIBLIOTECA CENTRAL,Nezahualcóyotl,renovación,cap02
PB-00583,2026-04-05,comunicación ,FES ARAGON,Python para Todos,Grossman,Mcgraw-Hill,Matemáticas,20,en préstamo ,FES ARAGON,ciudad de mexico ,sin observación,cap02
PB-00201,2026-04-29,COMUNICACION Y PERIODISMO,CU,Álgebra Lineal,Guido,PEARSON,COMPUTACION,7,VENCIDO,FES Aragón,NEZAHUALCOYOTL,,admin
PB-00420,2026-04-16,Derecho, fes aragón ,Python para Todos,Guido, pearson ,Ciencias Sociales,3,VENCIDO, fes aragón ,ciudad de mexico ,renovación,admin
PB-00234,2026-03-30, matematicas ,Ciudad Universitaria,Álgebra Lineal,Date,,MATEMATICAS,,Vencido,biblioteca central ,nezahualcóyotl ,sin observación,admin
PB-00177,2026-04-01,MATEMATICAS,Ciudad Universitaria,Python para Todos,Witten,Alfaomega,Ciencias Sociales,5,En préstamo, fes aragón ,nezahualcóyotl ,libro dañado,cap02
PB-00636,2026-04-11,derecho , fes aragón ,Cálculo I,Guido,UNAM, ciencias sociales ,7,En préstamo,BIBLIOTECA CENTRAL,nezahualcóyotl ,sin observación,cap01
PB-00372,2026-02-01,Ing. en Computación, fes aragón ,Python para Todos,Stewart,UNAM,MATEMATICAS,3,en préstamo ,FES Aragón,ciudad de mexico ,renovación,temporal
PB-00298,2026-02-04,Ing. en Computación,FES ARAGON,Estadística Básica,Tanenbaum,UNAM,Computación,,VENCIDO,BIBLIOTECA CENTRAL,Nezahualcóyotl,sin observación,admin
PB-00026,,Ing. en Computación, ciudad universitaria ,Álgebra Lineal,Stewart,PEARSON, ciencias sociales ,20,Vencido,BIBLIOTECA CENTRAL,NEZAHUALCOYOTL,revisar,cap02
PB-00471,2026-05-14,Matemáticas,CU,Redes de Computadoras,Guido,Pearson,Computación,3,devuelto ,FES Aragón,NEZAHUALCOYOTL,libro dañado,admin
PB-00400,2026-03-05,derecho ,FES Aragón,Álgebra Lineal,Guido, pearson ,COMPUTACION,5,EN PRESTAMO,biblioteca central ,Nezahualcóyotl,revisar,cap02
PB-00620,2026-05-05,Ing. en Computación,CU,Cálculo I,Guido,,Matemáticas,30,en préstamo ,BIBLIOTECA CENTRAL,Nezahualcóyotl,renovación,temporal
PB-00468,2026-04-19,DERECHO,FES Aragón,Bases de Datos,Date, pearson ,Computación,30,EN PRESTAMO,Biblioteca Central,nezahualcóyotl ,,admin
PB-00137,2026-03-29,MATEMATICAS,Ciudad Universitaria,Python para Todos,Date, pearson ,COMPUTACION,3,VENCIDO,Biblioteca Central,Nezahualcóyotl,libro dañado,cap02
PB-00616,2026-06-10, matematicas ,CU,Álgebra Lineal,Guido,Mcgraw-Hill, ciencias sociales ,5,EN PRESTAMO,Biblioteca Central,ciudad de mexico ,libro dañado,cap01
PB-00396,2026-04-23,Ing. en Computación, fes aragón ,Álgebra Lineal,Date,UNAM,Computación,7,en préstamo ,BIBLIOTECA CENTRAL,Ciudad de México,,admin
PB-00267,2026-04-30, matematicas ,Ciudad Universitaria,Python para Todos,Guido,UNAM, ciencias sociales ,15,Devuelto,FES ARAGON,nezahualcóyotl ,,temporal
PB-00170,2026-02-22,Matemáticas, fes aragón ,Redes de Computadoras,Witten,Alfaomega,Matemáticas,3,VENCIDO,Biblioteca Central,ciudad de mexico ,,temporal
PB-00114,2026-03-26,Derecho,FES ARAGON,Álgebra Lineal,Grossman,Mcgraw-Hill, computación ,20,VENCIDO,BIBLIOTECA CENTRAL,Nezahualcóyotl,sin observación,cap01
PB-00544,2026-03-28,MATEMATICAS, ciudad universitaria ,Python para Todos,Tanenbaum,PEARSON,Matemáticas,7,en préstamo ,BIBLIOTECA CENTRAL,nezahualcóyotl ,renovación,temporal
PB-00046,2026-02-01,comunicación ,FES Aragón,Cálculo I,Mendenhall,McGraw Hill,Matemáticas,15,Vencido,FES Aragón,CDMX,libro dañado,cap01
PB-00303,2026-02-18,Matemáticas,CU,Estadística Básica,Date,Pearson,COMPUTACION,,Devuelto, fes aragón ,nezahualcóyotl ,renovación,cap01
PB-00621,2026-06-05,Derecho, ciudad universitaria ,Álgebra Lineal,Mendenhall,Alfaomega,COMPUTACION,25,EN PRESTAMO,biblioteca central ,NEZAHUALCOYOTL,sin observación,cap02
PB-00455,2026-05-14,Comunicación y Periodismo,Ciudad Universitaria,Python para Todos,Witten,Alfaomega,Matemáticas,,Vencido,FES ARAGON,Ciudad de México,sin observación,cap01
PB-00365,2026-03-22, ing. computacion ,Ciudad Universitaria,Cálculo I,Tanenbaum,Pearson,Matemáticas,30,Devuelto,biblioteca central ,Nezahualcóyotl,renovación,admin
PB-00560,2026-04-14, ing. computacion ,Ciudad Universitaria,Bases de Datos,Tanenbaum,UNAM,COMPUTACION,5,VENCIDO,Biblioteca Central,Nezahualcóyotl,renovación,admin
PB-00516,2026-03-25,derecho , ciudad universitaria ,Python para Todos,Guido,Mcgraw-Hill,COMPUTACION,25,EN PRESTAMO,FES ARAGON,NEZAHUALCOYOTL,renovación,temporal
PB-00061,2026-04-28, matematicas , ciudad universitaria ,Estadística Básica,Stewart,,Ciencias Sociales,15,en préstamo ,Biblioteca Central,ciudad de mexico ,renovación,temporal
PB-00192,2026-03-11,Matemáticas,FES ARAGON,Estadística Básica,Tanenbaum, pearson ,Matemáticas,30,Vencido,FES ARAGON,ciudad de mexico ,sin observación,admin
PB-00332,2026-02-22,COMUNICACION Y PERIODISMO,CU,Cálculo I,Date,Alfaomega,Matemáticas,,en préstamo ,FES Aragón,CDMX,libro dañado,cap02
PB-00319,2026-04-07,Ing. en Computación,FES ARAGON,Estadística Básica,Stewart,UNAM,Ciencias Sociales,15,Vencido,Biblioteca Central,Ciudad de México,revisar,cap01
PB-00089,2026-03-16,Matemáticas,CU,Redes de Computadoras,Witten,,COMPUTACION,5,devuelto ,FES Aragón,nezahualcóyotl ,,temporal
PB-00062,2026-02-24, matematicas ,CU,Python para Todos,Mendenhall,,Computación,30,En préstamo,biblioteca central ,NEZAHUALCOYOTL,renovación,admin
PB-00453,2026-05-25, matematicas ,FES ARAGON,Estadística Básica,Grossman,Mcgraw-Hill,COMPUTACION,25,Vencido,BIBLIOTECA CENTRAL,CDMX,libro dañado,cap01
PB-00127,2026-04-05,Derecho, fes aragón ,Minería de Datos,Guido,,MATEMATICAS,30,VENCIDO,Biblioteca Central,CDMX,libro dañado,cap01
PB-00454,2026-02-27,Comunicación y Periodismo,FES Aragón,Bases de Datos,Guido,,Matemáticas,15,Devuelto, fes aragón ,ciudad de mexico ,revisar,temporal
PB-00638,2026-04-22,Ing. en Computación,FES Aragón,Python para Todos,Witten,Alfaomega,Matemáticas,5,En préstamo,FES ARAGON,nezahualcóyotl ,revisar,admin
PB-00229,2026-05-02, matematicas ,Ciudad Universitaria,Python para Todos,Grossman,McGraw Hill,Computación,,VENCIDO,FES ARAGON,NEZAHUALCOYOTL,renovación,temporal
PB-00067,2026-03-02,INGENIERIA EN COMPUTACION, ciudad universitaria ,Cálculo I,Mendenhall,,COMPUTACION,25,VENCIDO,FES ARAGON,Nezahualcóyotl,libro dañado,temporal
PB-00603,2026-04-19,DERECHO, fes aragón ,Estadística Básica,Date,McGraw Hill,Computación,25,VENCIDO,biblioteca central ,ciudad de mexico ,renovación,cap02
PB-00314,2026-03-25,DERECHO,CU,Bases de Datos,Tanenbaum,Alfaomega,MATEMATICAS,15,VENCIDO, fes aragón ,NEZAHUALCOYOTL,renovación,admin
PB-00023,2026-03-29,Ingeniería en Computación,CU,Redes de Computadoras,Grossman,UNAM, computación ,7,Devuelto,Biblioteca Central,Nezahualcóyotl,,cap01
PB-00321,2026-03-03,derecho ,CU,Estadística Básica,Stewart,, computación ,20,Devuelto,FES ARAGON,nezahualcóyotl ,,admin
PB-00017,2026-04-19,MATEMATICAS,Ciudad Universitaria,Cálculo I,Tanenbaum,,Matemáticas,7,VENCIDO,FES Aragón,NEZAHUALCOYOTL,sin observación,admin
PB-00363,2026-02-15,Derecho, fes aragón ,Estadística Básica,Guido,PEARSON,MATEMATICAS,,Vencido,FES ARAGON,Nezahualcóyotl,renovación,admin
PB-00237,2026-05-01,Derecho,CU,Cálculo I,Tanenbaum,Pearson, ciencias sociales ,,En préstamo,biblioteca central ,NEZAHUALCOYOTL,renovación,cap01
PB-00351,2026-02-09,INGENIERIA EN COMPUTACION,CU,Redes de Computadoras,Grossman,Pearson,MATEMATICAS,,EN PRESTAMO,Biblioteca Central,Ciudad de México,sin observación,cap01
PB-00418,2026-05-28, ing. computacion ,FES Aragón,Álgebra Lineal,Witten,Pearson,Matemáticas,3,devuelto ,FES ARAGON,Nezahualcóyotl,renovación,cap02
PB-00212,2026-04-19, ing. computacion ,FES Aragón,Python para Todos,Stewart,PEARSON,COMPUTACION,30,en préstamo ,BIBLIOTECA CENTRAL,Ciudad de México,revisar,cap01
PB-00106,2026-04-27,Comunicación y Periodismo, ciudad universitaria ,Python para Todos,Date, pearson ,COMPUTACION,5,EN PRESTAMO,Biblioteca Central,Nezahualcóyotl,renovación,temporal
PB-00542,2026-03-01,DERECHO, ciudad universitaria ,Estadística Básica,Grossman,Mcgraw-Hill,Matemáticas,,devuelto ,BIBLIOTECA CENTRAL,Nezahualcóyotl,sin observación,temporal
PB-00575,2026-02-26,Matemáticas,FES Aragón,Cálculo I,Stewart,PEARSON,COMPUTACION,10,devuelto ,Biblioteca Central,CDMX,sin observación,cap01
PB-00462,2026-02-02,Comunicación y Periodismo,CU,Redes de Computadoras,Tanenbaum,Mcgraw-Hill, computación ,10,Vencido, fes aragón ,Ciudad de México,,cap02
PB-00231,2026-06-10,comunicación , ciudad universitaria ,Álgebra Lineal,Date, pearson ,COMPUTACION,7,VENCIDO, fes aragón ,Ciudad de México,,temporal
PB-00096,2026-06-08,Comunicación y Periodismo, ciudad universitaria ,Minería de Datos,Tanenbaum,Alfaomega,MATEMATICAS,25,Vencido,FES Aragón,NEZAHUALCOYOTL,sin observación,cap01
PB-00163,2026-02-19,MATEMATICAS, fes aragón ,Cálculo I,Witten,, computación ,7,en préstamo ,BIBLIOTECA CENTRAL,Ciudad de México,revisar,temporal
PB-00423,2026-02-09,MATEMATICAS,FES Aragón,Estadística Básica,Date,Alfaomega, ciencias sociales ,5,EN PRESTAMO,Biblioteca Central,Nezahualcóyotl,,temporal
PB-00116,2026-02-28,MATEMATICAS, ciudad universitaria ,Cálculo I,Stewart,Alfaomega,Computación,,EN PRESTAMO,biblioteca central ,Nezahualcóyotl,sin observación,temporal
PB-00514,2026-03-20,COMUNICACION Y PERIODISMO, fes aragón ,Redes de Computadoras,Stewart,McGraw Hill,Matemáticas,25,EN PRESTAMO,biblioteca central ,CDMX,revisar,temporal
PB-00597,2026-04-27,Comunicación y Periodismo,Ciudad Universitaria,Bases de Datos,Date, pearson , computación ,30,devuelto ,BIBLIOTECA CENTRAL,ciudad de mexico ,sin observación,cap02
PB-00002,2026-03-10, matematicas ,Ciudad Universitaria,Álgebra Lineal,Date,,Ciencias Sociales,10,devuelto ,FES ARAGON,Nezahualcóyotl,,temporal
PB-00326,2026-06-06,Comunicación y Periodismo,FES ARAGON,Estadística Básica,Witten,Alfaomega,Computación,,devuelto ,BIBLIOTECA CENTRAL,nezahualcóyotl ,renovación,cap02
PB-00173,2026-05-10,,Ciudad Universitaria,Redes de Computadoras,Witten,UNAM, computación ,,devuelto , fes aragón ,Ciudad de México,,cap02
PB-00355,2026-03-15, matematicas ,FES Aragón,Bases de Datos,Stewart,UNAM, ciencias sociales ,,en préstamo ,Biblioteca Central,ciudad de mexico ,,cap02
PB-00136,2026-05-06,INGENIERIA EN COMPUTACION,CU,Cálculo I,Tanenbaum,Mcgraw-Hill,Computación,15,devuelto ,FES Aragón,NEZAHUALCOYOTL,revisar,cap02
PB-00219,2026-03-02,Ingeniería en Computación, fes aragón ,Redes de Computadoras,Guido,,Matemáticas,20,devuelto ,Biblioteca Central,CDMX,renovación,cap01
PB-00011,2026-02-04,Ing. en Computación,FES ARAGON,Bases de Datos,Mendenhall,Mcgraw-Hill, ciencias sociales ,15,EN PRESTAMO,biblioteca central ,ciudad de mexico ,,cap01
PB-00628,2026-03-26,Derecho,Ciudad Universitaria,Cálculo I,Tanenbaum,PEARSON,MATEMATICAS,10,Vencido, fes aragón ,NEZAHUALCOYOTL,renovación,cap01
PB-00105,2026-05-25,Matemáticas, fes aragón ,Python para Todos,Witten,,COMPUTACION,10,Devuelto,BIBLIOTECA CENTRAL,nezahualcóyotl ,,admin
PB-00238,2026-05-20,comunicación ,Ciudad Universitaria,Redes de Computadoras,Date,Pearson,MATEMATICAS,15,en préstamo ,biblioteca central ,nezahualcóyotl ,libro dañado,cap01
PB-00441,2026-04-05,Comunicación y Periodismo,Ciudad Universitaria,Bases de Datos,Witten,PEARSON,COMPUTACION,15,Vencido,Biblioteca Central,nezahualcóyotl ,,temporal
PB-00266,2026-03-30,MATEMATICAS,CU,Minería de Datos,Date,Mcgraw-Hill,COMPUTACION,3,Vencido,biblioteca central ,ciudad de mexico ,renovación,cap01
PB-00069,2026-03-21,Ingeniería en Computación, ciudad universitaria ,Cálculo I,Grossman,McGraw Hill,COMPUTACION,,VENCIDO,FES Aragón,NEZAHUALCOYOTL,,admin
PB-00276,2026-05-22,Ingeniería en Computación, fes aragón ,Álgebra Lineal,Guido,McGraw Hill,COMPUTACION,25,devuelto ,Biblioteca Central,nezahualcóyotl ,renovación,admin
PB-00357,2026-06-11,INGENIERIA EN COMPUTACION,FES Aragón,Estadística Básica,Witten,PEARSON,COMPUTACION,3,devuelto ,BIBLIOTECA CENTRAL,NEZAHUALCOYOTL,sin observación,cap01
PB-00037,2026-05-14,derecho ,CU,Minería de Datos,Mendenhall,,Matemáticas,20,EN PRESTAMO,FES Aragón,ciudad de mexico ,libro dañado,cap01
PB-00221,2026-04-26,,FES ARAGON,Álgebra Lineal,Grossman,Alfaomega,Computación,5,En préstamo,BIBLIOTECA CENTRAL,nezahualcóyotl ,renovación,temporal
PB-00435,2026-02-01,DERECHO,FES ARAGON,Bases de Datos,Witten,Mcgraw-Hill,Ciencias Sociales,,Devuelto,BIBLIOTECA CENTRAL,Ciudad de México,sin observación,cap02
PB-00520,2026-04-20,derecho ,FES Aragón,Cálculo I,Grossman,UNAM,MATEMATICAS,30,Vencido,FES Aragón,nezahualcóyotl ,,cap02
PB-00207,2026-06-08, ing. computacion ,FES ARAGON,Bases de Datos,Mendenhall,Pearson,COMPUTACION,3,en préstamo ,FES ARAGON,ciudad de mexico ,revisar,temporal
